,ES,NKD,ZN,ZB,BRN,CL,GC,SI,PB,CC,OJ,ZC,ZW,ZS,CT,ZL,KC,sixE,sixJ,sixB
2015-01-16,0.012056444372621022,0.01600906482933321,-0.003726055854292498,-0.003757578348849344,0.03935195406765949,0.0513489827167826,0.00955678960611176,0.037880414226607186,0.04048501749781267,-0.011766722784735862,-0.001032764139864495,0.01841113199665826,-9.92063492063492e-06,0.0007468906667949304,-0.004380438917951779,0.01176186860154752,-0.031994036655883594,-0.002763259201948942,-0.00816174334720251,-0.0010642366185400155
2015-01-20,0.0018529705722328037,0.017508327540261916,-9.92063492063492e-06,0.0020799435239092,-0.019163933015104072,-0.054151988456373666,0.013538459370783717,0.011595699415783567,0.02529971856809502,-0.005788302687945579,-9.92063492063492e-06,0.008388012181616921,0.007967554728758352,-0.009841027264615632,-0.024321901576732495,-0.01552306063682859,-0.039191189348370924,-0.0031160464983848945,-0.01139890723361755,-0.000603607958264718
2015-01-21,0.004824590335700518,-0.002305473002209035,-0.0032586271684304723,-0.005015134399258459,0.020331820680198377,0.0281802563740741,-0.0003962597006483493,0.013189051052641598,0.0052421802054154806,-0.024967185592185658,0.0016965640067177267,-0.005775455548437692,-0.0004754699831514775,0.0015175742734297225,0.003796921318664859,-0.012737137907647933,-0.018573542018858268,0.0037117340743868855,0.007472228919923196,-0.0022539771328413337
2015-01-22,0.01479392836581942,0.012644666652971181,-0.0024242132471851917,-0.003992314263090846,-0.009379960934073417,-0.030775878096922914,0.005400916703110636,0.009169406975574368,-0.012549105587898646,-0.01789210857320963,0.0013529413753006535,-0.010963528882343388,-0.005599114859419963,-0.0068731641529684254,-0.004319522552523292,-0.012901325067355718,-0.00807195505352517,-0.01846305442975945,-0.003664264703159359,-0.006955789386408362
2015-01-23,-0.006088208988920008,-0.008814237590331142,0.004225316538361034,0.009038900913900949,0.005021272902868279,-0.015557344489380476,-0.006237318100965028,-0.0032778944911298845,-0.02355489417989417,-0.016432626811286176,0.002031590083010604,0.007807668941626688,-0.007035681759042423,-0.004105134353886675,-0.007973893858249615,-0.011514862541815519,0.015619964001973219,-0.011606090972942374,0.005314227495699464,-7.654733533698502e-05
2015-01-26,0.004637828875842442,0.015176325783417466,-0.0013353815338241427,-0.001678325223033317,-0.011223328231283658,-0.009661129640235877,-0.01021396472048105,-0.01733229832344526,0.013265614450421992,-0.006543495952524981,-0.01970431791845203,-0.007120457157221838,-0.017934448936807366,0.011041223029947067,0.023026723475164025,-0.016052708154286242,-0.0037033085158985845,0.001856571199289536,-0.006247392904102889,0.003987181649954407
2015-01-27,-0.011453796943661854,-0.0022678941037323707,0.0011966430716430553,-0.0004277188383884023,0.02753160590478302,0.02391030025992017,0.009752653374526054,0.005606481136614138,-0.0002773003140649988,0.0021822605853934252,-0.02009997951957606,-0.0071713789682538946,-0.0028917650153241436,-0.009923494605434147,0.002719520731856917,0.002867321948669488,0.03922387986352741,0.009571342587389153,0.006266701893225013,0.008284180674176944
2015-01-28,-0.018975437876299926,-0.006799170988527526,0.0062566496229728204,0.011066359406876758,-0.022674514484417672,-0.0385130311197018,-0.004418670833994243,0.00021128286795505378,0.010153224591075627,-0.0102177223119165,-0.0424277361174232,-0.02099352719229771,-0.026503176896963097,-0.003604272367911687,0.011218385994860502,-0.025512028654628392,-0.0029825722940560405,-0.005809586664800548,0.0006962580413008346,-0.002839606022594665
2015-01-29,0.013547699249588685,0.01821850431523612,-0.0021656092576751384,-0.0051773451905222315,0.011282706473490422,0.0017898098179974008,-0.024326210214911735,-0.07271005135697536,-0.015101262970107244,-0.01069132026659655,-0.007392718715393232,-0.00469846718549013,0.004938124887098138,-0.0020712450358481792,0.0021771766564038565,-0.025852217265967613,-0.045925228267846695,0.00025528177152426277,-0.006125432735173375,-0.00726923543042487
2015-01-30,-0.014872442309431489,-0.019870060495060536,0.0052709243002691305,0.005807656759635715,0.07576274365357041,0.08330476613004481,0.01854245320625817,0.025924616259860568,-9.92063492063492e-06,0.0025961850985121494,0.04126936534499762,-0.004047605695485868,-0.009857286464561155,-0.007497656240394413,-0.003535169604080146,0.01543665657602159,0.011865041240079177,-0.0018655271788594276,0.007444854036180703,0.000654873621544183
2015-02-02,0.01432249073043027,0.008551723200695782,0.000348245554191251,-0.0029018851050715776,0.033168965273958885,0.02756051808153174,-0.001807862198236443,0.002488874482457193,-0.005386264720942136,-0.00780791543625744,-0.002867063492063526,-0.0006855963105963592,-0.01990052232562175,-0.0015707947244106514,0.008918630149337836,0.0135482755660841,0.0033872570718294416,0.00477047929512534,0.0023391161903310365,-0.0014049913385986935
2015-02-03,0.012384724878217434,-0.003405506373460343,-0.006573949755340836,-0.01036832129785833,0.05847587451656592,0.07019382299556479,-0.013010136205963663,0.004047815205928706,-9.92063492063492e-06,0.010449548920551865,0.0017809103106381284,0.04326256077143501,0.04260803979125897,0.028650840178002825,0.026037856721719023,0.012388156843424125,-0.010474660443584772,0.012412951721227949,-0.0031737008454172043,0.008638229689449195
2015-02-04,-0.005886512211805995,-0.0011456389767718568,-0.0004904588377076746,0.0010367613830824295,-0.06509466894000546,-0.08672054355480882,0.00332258036267844,0.004262364172126476,0.009719809094808995,0.009232223542528428,-0.013953431539461237,-0.005842713894804031,-0.005362718688448698,-0.01520748902397836,-0.0035900869047184813,-0.006777596926583607,0.02580652664346198,-0.0059275433795739855,0.0021059838645292373,0.003815438942488514
2015-02-05,0.012305350301039996,0.009370409097882148,-0.0010916514041514282,-0.0037740360677938844,0.04259338749398615,0.04188891833632561,-0.001433446795458393,-0.01145000365302925,-0.010716558750552297,0.00914758852258849,-0.0025479917009103236,0.004553312741872239,0.028855050010871998,0.009506540270429109,0.009135945512508658,0.035681202047241935,-0.0009195258838507692,0.004892451728710811,-0.0020041024063181755,0.007020289799513335
2015-02-06,-0.0009831566446528385,0.0044958523867635655,-0.008793460521817587,-0.008196318619807264,0.02033440251198363,0.02395995062154025,-0.022263802528210662,-0.02920272820214339,0.002695707070707021,0.009790442341485883,-0.009097525142372576,0.0012879378984991584,0.002367635237642307,-0.007908009806895067,-0.00324670275212654,0.00374950416768719,0.012736702126839671,-0.013599928593715139,-0.01317394304122107,-0.0064038335882937395
2015-02-09,-0.005124387269114539,-0.012905911663796477,-0.0008596414409414943,-0.0004332010582010715,0.011067133157957964,0.022625057330061295,0.0055789539369444415,0.022513126591754896,-0.0010892514498153873,0.030184184325539522,0.0322718108397673,0.014248018444794208,0.0052082956838650826,0.005126186196101423,0.017838504659614153,0.005608066095149888,0.0044851346397581145,0.0015797110600430985,0.006183468853166818,5.575012524520192e-05
2015-02-10,0.009659602008898182,0.013906580359115217,-0.0019537913675167994,-0.004879706787789673,-0.031022900463780388,-0.05373674842959782,-0.007500898347365193,-0.011550606733338931,-0.01027464240693573,0.0006879160712900734,-0.03448042525467895,-0.008316629900096373,-0.01511138358914429,-0.0097186584989983,0.0025406907340142283,-0.017390471497606273,-0.04783852504662552,-0.0021260656703195545,-0.008651042794011599,0.0013689303171476096
2015-02-11,0.001687254780281344,0.01063433706816056,-9.92063492063492e-06,0.00020284532252626828,-0.027319078125277528,-0.022589962319589506,-0.010235513947139363,-0.006647787591521704,-0.01693131801483335,0.005568879922959213,-0.004794609630135971,-0.005808889707085674,0.007656586312851299,0.009020007125657236,-0.011617482204019336,0.009465734179398699,0.0002982645730916,-0.0008935911877640757,-0.006935234233136878,-0.00046890037696364353
2015-02-12,0.008824643082857386,-0.004721672297891966,0.00047699354645484025,-0.0006480827280924362,0.060075929149719966,0.04780046764006277,0.000891994420848341,0.0019589647943858758,0.018313233168521882,0.012126001695176558,0.002948659246736296,-0.007138890174778057,-0.007647152138500613,0.006107846380118997,0.010446989300223064,0.007499518880370181,0.0317214028599622,0.009807060083368657,0.011652938148431635,0.010551638011103958
2015-02-13,0.004548620631873923,0.006951928432191534,-0.0014699522689393897,-0.006182760141093391,0.03777688311170383,0.02893943374280953,0.00523299300152672,0.02976261674345996,0.008441551557009574,0.004101076281831683,0.014455954735999288,0.010859644582470495,0.018268097643097593,0.008097502724592897,0.008109778598895978,0.012101861377347844,-0.005683237847841716,-0.002024310107052696,0.0007031527886683153,-0.0010485574141834931
2015-02-17,0.001184251803579428,0.002479017418176832,-0.007686294462141275,-0.012432280883367864,0.01770627323434274,0.011542208508742468,-0.015086116843876696,-0.052976252476652906,-0.023709185140504983,0.003743064694318432,-0.002569335625779845,0.00631519005451645,0.004713744929557373,0.0170798004005153,0.01909935125269583,-0.0021578092411746685,-0.04595582994422994,0.0019207594540535998,-0.004166678305267813,-0.001829395560913516
2015-02-18,-0.0002484702532411176,0.008265941434044943,0.00600677877568837,0.004978151366814376,-0.03039444685151823,-0.02708675255772982,-0.00696013128331926,-0.006909449571967785,0.011708829365079365,0.010527128991183942,-0.02713602034166559,-0.014466237416818817,-0.015054584480712807,-0.012364751373739458,0.01223246158940453,-0.009850009671622828,-0.01197094724516753,-0.0029004084279355634,0.004402673177539762,0.00467727411762423
2015-02-19,-0.00012922390383026674,0.006009231211864507,-0.0033054167901751196,-0.0034626612477822393,-0.00604874758484949,-0.018752780646474863,0.006155739022694095,0.0071219426236098,-0.0071803563767849025,0.0006628005221598676,-0.009429664417889694,0.014658446712018136,-0.008124479107474348,0.011999086120145807,-0.009654704054851438,-0.004978859648076284,-0.027407200874243497,-0.001415323003346869,-0.0019096713330862493,-0.0015002465309163716
2015-02-20,0.0055980020473369915,0.008420865331900262,-0.0014794283498362427,-0.001958816260732654,-0.002144585113310804,-0.019689650983870842,-0.0022457199348343226,-0.006584091872431775,-0.01556547619047618,0.0013346171802055883,-0.00609588487988052,-0.011952095367793037,-0.024071518325007278,-0.008909797025526378,-0.0004736519514841553,-0.011558011439407346,0.0016278128075306929,0.0027169617222715715,-0.0006047576490195383,-0.0010482269227966802
2015-02-23,-0.00012857274692831269,-0.0021674179380490543,0.004773007989067579,0.009102685136396482,-0.018440049341883667,-0.026776316488690464,-0.0034126723130174174,-0.0012966703836951533,-0.004242426278261513,0.0073751078981441395,-0.035601195032165155,-0.015913228522961474,-0.005927080398234164,-0.0007582369232718933,-0.007124159483697235,-0.01074563769021405,-0.030421915962017897,-0.0055366950588204514,0.001418504569560086,0.0037577876120289734
2015-02-24,0.0033127327411324515,0.009719809094808995,0.005238462130855026,0.005580275021927405,-0.0035305056242501353,-0.0034477765982618646,-0.0029246440340496504,-0.0040592337714052355,0.006224140005487466,0.005321635513030143,-0.016279761904761957,-0.0032419826905120907,-0.0005059523809523792,0.017214243119447782,0.011049374438768777,0.008927222381835775,0.004374523884472381,0.0002547670856159256,-9.92063492063492e-06,-9.92063492063492e-06
2015-02-25,-0.0016657455905682796,-0.002418914210937617,0.00023291569339404237,0.00490776164004173,0.048947009161024936,0.034689814396200926,0.0034979311972949457,0.014836364620457931,-0.01437207214153854,-0.019234315729385464,-0.0008166975611006655,-0.004549479649187805,-0.012913146441372281,-0.007862681371116865,0.009849875296571475,0.0094807226491889,-0.03661164778918876,0.0020183886503642224,0.0003466584646090509,0.004779129357242595
2015-02-26,-0.0001283900105869207,0.013405695141843343,-0.0035473687930078434,-0.00404682951612031,-0.026313039002904125,-0.055314949406984636,0.0071477785660781,0.009095335998404985,0.005704365079365148,0.007425023602997826,-0.014947344938513652,0.012367929527945775,0.006526027077497642,0.015572567616377852,-0.005196861202118675,0.004064070922932516,-0.020225981713059414,-0.014355951894647412,-0.00488161740298162,-0.007803292891908254
2015-02-27,-0.0034459395922666557,-0.00027468102676583286,0.001214219406700223,-0.00039594649865334344,0.04018119264091239,0.03299818005855707,0.0024692133709596554,-0.003980069505883444,-0.01819173881673882,0.01173110586625351,-0.006977133749674647,0.01221659159159153,0.024965104340104273,0.0051045459992731575,-0.004303721799623983,0.02839207105890499,-0.0003656876140376242,-0.00036705073901152077,-0.0025173714410687497,0.002002361039541467
2015-03-02,0.005340216090795635,0.0031680454667742165,-0.005267287061134074,-0.01333295596992753,-0.046882491154080795,-0.0034262826875630314,-0.004049179161504013,-0.006472097784607745,0.011564153439153546,-0.003325570502294617,0.04621376900602029,-0.013360206712479583,-0.025351051239209076,-0.01745600738074079,-0.001242045070744402,-0.003651769716322606,-0.0153123683217535,-0.0006351997550535171,-0.0037206939615996525,-0.004868647114804692
2015-03-03,-0.00438551193104183,-0.010569582725733684,-0.0024681310577328807,-0.005097983257229733,0.026406430689060158,0.01874386656384778,-0.003155034782889443,-0.009431840414866522,-9.92063492063492e-06,0.00531276732249778,-0.07535508828778056,0.007722038127966157,0.011990079365079375,-0.0014895753821463022,-0.01882252555062288,0.0042544528709032355,-0.06217114738458825,-0.0007249813887618362,0.0038348348157009383,0.00018533357648634616
2015-03-04,-0.003929626063118608,-0.002144392353170399,0.000729359798790552,-0.000600007180947515,-0.009236202785391024,0.019982128272515255,-0.002915931867953103,-0.008478211606147335,0.01515026243144083,-0.004973520899646056,0.007242639092041736,-0.0038462377704706284,-0.019772766484723002,-0.01803906363319171,-0.00048143720722112484,-0.023061243409484976,0.060105709808239184,-0.009401754014388442,-0.00024926234647068004,-0.006778952313364639
2015-03-05,0.0015402820838963714,0.009080988455988403,0.0012213032015729096,0.0005805143188286954,-0.004094220647296998,-0.014952681710607896,-0.0039237129111003525,-9.92063492063492e-06,0.025631105006104916,-0.0036680516625228975,0.009308164922046813,0.002557473460072879,-0.031259920634920633,-0.008561228482003214,-0.005827514013865687,-0.019879507976740617,-0.01818512924681167,-0.004253667966523234,-0.0037212098587458774,-0.0014515982044923327
2015-03-06,-0.013821088631110723,-0.00027489148812661626,-0.00788006328125609,-0.020466254230514812,-0.012805176241410832,-0.022665510628249917,-0.026677621389128846,-0.021732965937101244,-0.0005593711843711824,-0.0170326175641596,-0.02728646280865129,-0.011533608214946279,0.004152410270386297,-0.0005172773066609238,-0.004121866260280516,-0.009195825064683938,0.03590263575505873,-0.015334603122001822,-0.004335803888055512,-0.012478787776686396
2015-03-09,0.0033704970881265673,-0.00027496171628834667,0.0028408478331010457,0.007018191814878649,-0.01828839312301752,0.007851385255113674,0.001879584713989002,-0.0019710616963254045,0.010435378980252518,-0.0037450649473144914,0.03967946676801296,0.007114431696685608,0.015534120815856622,0.008365713882845937,-0.011443955985888954,-0.008961349145902709,-0.020738970144907852,8.218729822732081e-05,-0.004233900893477161,0.005439341870376235
2015-03-10,-0.01721603301610227,-0.016977046827921748,0.003945091106520448,0.01255239242589704,-0.037416874452545455,-0.030788088745968244,-0.005496439631920225,-0.00907427597294116,-0.014155731298685604,-0.0071673848475994565,-0.01245805341500369,-0.0019391810850814763,0.00662273242630399,-0.008819384516118823,-0.02217861252247074,-0.0013002728929850328,-0.01424347501448272,-0.014927002078302299,0.0008384613793806283,-0.0037772636371193546
2015-03-11,-0.0012342105467716081,0.013204750346740545,0.00048250827065613453,0.005307133323330581,0.017749920388519226,-0.0010085072198929514,-0.008198870035741457,-0.017153174004648074,-0.002217426153684443,-0.01992066557141211,-0.0067326097105508634,0.007722038127966157,0.01164745392159231,0.008369967633235864,-0.008881238352882093,0.004512085313407554,-0.02444533696570158,-0.015246375762300335,-0.003400560014915699,-0.009298091413290155
2015-03-12,0.012002827587682929,0.021816004305191185,0.0017127322505230745,0.0009695112945602768,-0.010376235059731254,-0.017802791123031035,0.001119967117192011,0.009817593579202233,0.004967955471274077,-0.005964386484307716,-0.03215882080412532,-0.00640378252750381,0.01652314549734383,-0.002276352264233139,0.014742265060479631,-0.007405404145843975,0.0034056159874702786,0.006065057661710982,0.0013266650110504207,-0.005501067905828128
2015-03-13,-0.006939169358480124,0.004160003785199018,-0.0007469308302284428,-0.0005970047836485137,-0.039639817777875806,-0.04214302983332437,0.00042414481295186544,-0.0014277804020060515,-0.022024229935966276,-0.007057136984462498,-0.002632298257298349,-0.02060194122694111,-0.010359846706877252,-0.016668174042290783,-0.01177080279192363,-0.012319640740519467,-0.018164186560567695,-0.01188546268841314,0.00023253997407882696,-0.008634656281100017
2015-03-16,0.012843549802097376,0.006478529923086096,0.000850558775036514,0.0021439857680556674,-0.019460924501084907,-0.019771932384305378,0.0006842191976515255,0.007928588830821625,-0.015485441175157011,-0.009591183942230764,0.01269823011003982,-0.003952101975262379,0.023894461835198867,-0.004886717349499603,-0.00017518212252406464,-0.003289696979766521,0.06354939990548061,0.01057758373030263,-0.0007370655518584513,0.007602360969019483
2015-03-17,-0.0010976653774876445,0.002052998395507355,0.002200838392345339,0.008977965258006237,-0.007981747125862271,-0.02038716794028258,-0.004345682178204713,-0.0025071367852307013,-0.015157105544894878,-0.001084804189202282,-0.028568985974600412,-0.021118100054445664,-0.020437936199122896,-0.01522787265968203,-0.0046388277637589796,-0.011526816884519253,0.0007143882951110902,0.001500254004252166,0.00011137454143875788,-0.005406224321835984
2015-03-18,0.012694253593754456,0.0007620814237514817,0.008323412698412668,0.010834386104041449,0.044528207095701856,0.03229817726864418,0.0026900426047929194,-0.002385112009949253,-0.02090371053625547,-0.010770322356585005,0.0031081194541662583,0.010097896076669588,0.014389284926151802,0.010990603199547732,0.03769146608963129,0.019630499535878733,0.01374331305233748,0.01337239004849925,0.00605287795850743,0.0073824296150222565
2015-03-19,-0.005266790407919298,-0.0005241916557485405,-0.0026837174263644958,0.0003732211275313868,-0.025979447154857303,-0.0240185532880138,0.01536396142821953,0.036860325629800385,0.0142165168280313,-0.015600928611715326,-0.05773638599904137,-0.0033454776729460955,0.002437460667086089,-0.0033777962825890183,0.007512506117004969,-0.0003363431055115274,0.029265272229846796,-0.009309641815981118,-0.0024203943291532747,-0.009569615250773456
2015-03-20,0.008517583568778552,0.009766256365336711,0.0036459409297880164,0.005926502191582672,0.016563706060155593,0.02283218210760899,0.013334797577226476,0.047712571145577067,0.04148628041709571,0.0276143887573446,0.08481571555735082,0.030779905335628167,0.035146329365079367,0.012467334368978544,-0.0020750686639989468,0.0019495655947996736,-0.005559610776114521,0.01594798808523227,0.0063933412618229265,0.015079795345841506
2015-03-23,-0.002153543357321397,0.003047404205843518,0.0012042610066529734,-0.0007713902713188614,0.009736654360269303,0.01888638762915166,0.002606975907269582,0.00046388540480205573,0.03085427689594348,-0.011837877624167848,0.08252700377863278,0.013626443001443033,0.007537249176400118,0.010002916335554423,0.019569884619293577,0.015309483056441342,-0.010473819736212609,0.012093960548849291,0.0031113518740828795,-0.00014387001397438983
2015-03-24,-0.004664414011218499,-0.0012799231749258345,0.0019304140728164997,0.007420066029205674,-0.013523442330537006,0.0012545168579987441,0.003105405956071372,0.0054368103892666105,0.007066834944828881,0.009420619807589048,0.026876114678081188,0.007677459249768625,-0.019672841983235233,-0.001789280065525667,-0.0021957628415278595,-0.001293998018161291,-0.032086077521318056,-0.0022008372350835414,0.0009474153881206315,-0.0064390127764593855
2015-03-25,-0.014997930227246903,-0.007639625619661106,-0.00218856987239332,-0.004359391134164137,0.021872299079216208,0.03577203727107151,0.004939349166951412,0.0009910515850186984,-0.002172082797082775,0.0010680527750686396,0.007414854667932047,0.004440174724265755,-0.008605909173602566,-0.003065688396570698,-0.011745173361571848,-0.002259990986172877,0.01929083567340232,0.003832704989844815,0.00046833141475380866,0.0014729655677905627
2015-03-26,-0.0025662200871421014,-0.007954564407345177,-0.004498033201635854,-0.012925400217066752,0.04473241486816074,0.04510288715828773,0.006417417570421724,0.008225373482726261,0.0037820620303015474,-0.009342296801467665,-0.0073799749405839225,-0.009503591520996635,-0.03806387053858159,-0.004352193942711214,-0.0012765137348253687,0.004178196508988241,0.002133723927695319,-0.008212681910795017,0.0030971659594170365,-0.0018271032607683703
2015-03-27,0.001942727644308062,0.0028317223513878776,0.00352364826967303,0.012304876363347572,-0.04550233217345164,-0.04978634226761177,-0.004156889368848249,-0.004152263452890293,-0.014850719339723673,-0.00580702208419589,-0.005090030052662032,-0.0006488982707033242,0.017015617672540485,-0.007449633308086423,0.007440894145754695,-0.01829672520781308,-0.014626698175027453,0.0031144775398009084,0.0013005511462383156,0.002484786296720809
2015-03-30,0.011195925893702918,0.01132444309511541,-0.0007384296198647778,-0.005712258593483644,-9.92063492063492e-06,-0.0038977582481800276,-0.012835691407205497,-0.023151287695158028,-0.00028381819723229953,-0.017867063492063427,0.016879317385503557,0.00894148601469572,0.04430322559846193,0.0005070088042109844,-0.01621761209546898,-0.0036047117667498906,-0.04233981194538502,-0.007521766045978396,-0.009052169296431678,-0.00411265144209646
2015-03-31,-0.007116641906903387,-0.018603909427585018,0.002420213022430484,0.002475263842234765,-0.018690083393122357,-0.022195660838749985,-0.0017817063208091734,-0.004567900405065795,-0.002749646662317884,0.0014743094207379291,-0.03361362863028557,-0.04627101062224633,-0.03489912384095547,0.0056733653376961676,0.009267078816976004,-0.003289696979766521,0.004145634897010619,-0.007394100001875093,0.002031116729000837,0.0020161615961038827
2015-04-01,-0.0037706873460695233,-0.002345762835803089,0.003626443001443025,0.011813115215574965,0.03521512085960036,0.0523010407103686,0.021119221548764368,0.027764494489658044,0.01867139804639798,0.01814495153995902,-0.011200967797190787,0.014608019564414964,0.03272090496351602,0.016943585658426387,-0.0082507550661168,0.00986178538751229,0.01466285806714066,0.0019428411463027538,0.0027459265765286457,-0.0011557384917428527
2015-04-02,0.00315617775767566,0.008574886857275065,-0.0015799689440993637,-0.007548556141893837,-0.03609857039332317,-0.018975797200205556,-0.006051906278878827,-0.020995938753058573,0.01401381183541387,0.0072680997435366265,0.008882561175911829,0.012432777465930777,0.014654223168296043,-0.0037987561994570983,0.017727323972635246,0.011394458118930284,0.044854651306689454,0.012055053955009531,-0.00084634075679898,-0.0002123835242760719
2015-04-03,-9.92063492063492e-06,-9.92063492063492e-06,0.005796296856309479,0.007206182669295102,,,,,,,,,,,,,,0.0089767368616405,0.006687005937669388,0.006334150621504031
2015-04-06,0.006666457126671943,0.01185492331658814,-0.0038583872614990854,-0.012076285642462293,0.05704126070653629,0.06104014117298621,0.014728984203303408,0.02447964586276833,,0.011559132148882633,-0.040474664224664135,-0.003890903817326896,-0.01586073648573657,-0.007616411507131627,0.025896779718230158,0.007077685791606425,0.03760543266141484,-0.001463978685182188,-0.003811286890611798,0.0001913066536994079
2015-04-07,-0.0026627603792832243,0.010186357723478678,-0.0004928374524988066,0.005333590815461286,0.014663699140762742,0.03527968756466996,-0.006574831319517272,-0.0157901661054057,0.013819866599121855,-0.007157883465513793,-0.009195724392749483,-0.005204725829725832,-0.0033258846330258217,-0.0076747136855082835,0.016519033918124516,-0.0073675514189175065,-0.02907968868322971,-0.01348045793033611,-0.008476400684204822,-0.0061786010694116714
2015-04-08,0.003979923398448803,0.004532092991120151,-9.92063492063492e-06,0.0018883329717611973,-0.057689462334587015,-0.06596029855891414,-0.0062051958300526015,-0.02293152134157158,0.008909281883442454,0.008269417018067082,0.006311191880882061,-0.009801043350325356,0.00046536453618210014,0.0005050124237817921,0.00465742652769977,-0.0025880684989578405,-0.04403950946401721,-0.0028698801199274703,0.003237259199681686,0.003565791072492919
2015-04-09,0.004686611156986797,0.010791385569550538,-0.003995909280892407,-0.01024106879710326,0.01762987516974549,0.007328491967802308,-0.007906188769529499,-0.01690553775390565,0.020270890597528658,-0.004294104854842129,-0.018435381271436478,-0.003305899540655599,-0.011943094859264447,-0.01853797004305243,-0.004975340956440222,-0.0035640598045122095,0.012886173980651205,-0.014813805823454007,-0.006003674986544938,-0.01271574963343577
