,portfolio_equal_weight,portfolio_inverse_vol,portfolio_trend,portfolio_trend_neutral
2015-04-20,-0.005390360301965206,0.0,0.0031877142365738316,0.00636448540267933
2015-04-21,0.0012315064626642603,0.0,0.0013605557848091103,0.0022782576331312667
2015-04-22,0.0002499234547654914,0.0,-0.0016613177186118216,0.00786065304873015
2015-04-23,0.007030448147419561,0.0,-0.0004114669112541967,-0.002593648154453295
2015-04-24,0.0016912582855132241,0.0,0.00364971384429174,-0.0006962556442635707
2015-04-27,0.0020853231034500107,0.0,-0.0015022243182268402,-0.0008294031970066962
2015-04-28,0.0024840144353246328,0.0,-0.002020119808263138,0.006474306497537756
2015-04-29,0.0043918207760191095,0.0,-0.0020470097146794972,0.006783420182369661
2015-04-30,-0.0015925834130389163,0.0,-0.000693712874337421,-7.028788434315257e-05
2015-05-01,-0.0036239773301610222,0.0,0.00035931530926218056,0.007355118995363417
2015-05-04,0.0024719793069803327,0.0,0.0009894308735762375,0.003331637421465015
2015-05-05,0.004956773496314215,0.0,-0.0002520934214408223,0.004984650105767881
2015-05-06,-0.0024851714907290433,0.0,-0.0048386319477571995,0.004258641013834111
2015-05-07,-0.006811177837887994,0.0,-0.0014129568057316786,-0.00562025675357126
2015-05-08,0.008815646121594127,0.0,0.0005339263028180329,-0.0012925573522097836
2015-05-11,-0.003850827445928685,0.0,0.000643822693052126,0.012897298076147902
2015-05-12,0.005391585176073372,0.0,0.0015519707048644324,-0.00024109950617286127
2015-05-13,0.0019788878673023965,0.0,0.00034938296830278043,0.0030081818474532542
2015-05-14,0.004652727156782154,0.0,-0.002009649227130443,-0.0042078885220495355
2015-05-15,-0.00044583260459611954,0.0,-0.0005175622281817086,-0.011182393604162238
2015-05-18,-0.0031340877532876742,0.0,-0.002838451621599157,0.008604067186067287
2015-05-19,-0.009465837123861533,0.0,-0.0038005387536828887,0.0015623006062828802
2015-05-20,-0.0006337362230197651,0.0,0.0026796614230223167,0.0016326086568837228
2015-05-21,0.004056378216179818,0.0,0.0015777822124667593,-0.005338135191703237
2015-05-22,-0.006932201117524488,0.0,0.00030628189652778955,0.002201105297667939
2015-05-26,-0.009703758674366765,0.0,0.0007684991397409959,-0.00736065240408125
2015-05-27,-0.0022220315784612626,0.0,0.003356309338265003,-0.0001415297908225364
2015-05-28,0.003956595425138131,0.0,-0.0003619777041270283,-2.2277459076226053e-06
2015-05-29,-5.904522197965064e-05,0.0,-0.001873287751860329,-0.003574797211541289
2015-06-01,0.002523034708076439,0.0,-0.0010416959601368978,0.00855456437496571
2015-06-02,0.004561056360880862,0.0,-0.005720965578706394,0.006338002844927396
2015-06-03,-0.002707254758015203,0.0,0.0020412614258980737,0.007834608104814556
2015-06-04,-0.0018156637838269813,0.0,-0.005508086376831598,-0.006079780802742721
2015-06-05,-0.002298643724960899,0.0,0.0039376417633088905,0.006357087113801218
2015-06-08,0.004855050248744489,0.0,-0.00746213923756192,-0.0025900609146971977
2015-06-09,0.0039973717918528546,0.0,-0.0013959801702609108,0.00040066611392157523
2015-06-10,0.002478823039398955,0.0,0.0021891536607971268,0.0014349965885923463
2015-06-11,-0.00572967645652883,0.0,-0.0004219552576572187,-0.0009226699494897189
2015-06-12,-0.004896592727848527,0.0,-0.0012166247005834412,0.0002692336082987478
2015-06-15,-0.0030669239170305804,0.0,0.0009935247307663662,0.0008242429141503825
2015-06-16,0.0026789468719072237,0.0,-2.0807616201876636e-05,-0.001025873949191041
2015-06-17,0.0007780319457668624,0.0,-0.00020008673952455448,0.0014036147855999565
2015-06-18,0.0007487571086812717,0.0,0.0010426981206565755,0.002534868822225384
2015-06-19,-0.0028046170420406883,0.0,-0.002251212986817264,-0.006619022141914959
2015-06-22,0.0038035151102702816,0.0,0.0003034045519112381,0.007284931879607296
2015-06-23,0.0004269331024807975,0.0,3.8768826396259975e-05,0.0023888179442984447
2015-06-24,0.0010782259154472694,0.0,-0.003004730968790981,-0.003821254864033575
2015-06-25,0.002611063009418409,0.0,-0.0017199706362790528,0.0006050643955849039
2015-06-26,0.000827233004769494,0.0,0.0029674381572010284,0.007134639588984002
2015-06-29,-0.0016735727423011287,0.0,-0.008736746127707667,-0.012808301206319973
2015-06-30,0.008597256490801224,0.0,0.005062631913964928,0.0017533230737751596
2015-07-01,-0.006278284836839388,-0.0023857736954147296,-0.00038038389482480256,0.006844312043330617
2015-07-02,0.002308633416583989,0.0011691589351745604,0.0017122889316254033,-0.0011601484872851842
2015-07-06,-0.005839017504294332,0.0014328610677969335,-0.003753210823439885,-0.010449959048079839
2015-07-07,-0.007909538009286825,0.0002505276548541598,-8.787392346580978e-05,-0.005464676790262541
2015-07-08,-0.002039673553800866,-0.001288472164146099,-0.005975585790585285,-0.007192662194943422
2015-07-09,0.00243961799954658,-0.0016987301521799178,-0.0004972174353617402,0.010476692618756774
2015-07-10,0.0033588692203675285,-0.0006331723052865908,-0.0010729034787738936,0.011054898923252472
2015-07-13,0.004251123060667874,0.00030631644887137,0.0008228444825028963,0.0006628164992853076
2015-07-14,0.0041539395822164735,0.002183384328510959,0.000276804631716866,-0.0007310674298160339
2015-07-15,-0.0035874700737785915,0.0004046414669510123,0.0013938648705515387,-0.002966133413846167
2015-07-16,-0.003664077201159241,-2.1191948286291635e-05,0.0011398158894068426,-0.0006220630863874382
2015-07-17,-0.0027012125701372136,0.0002684971758910226,-6.675583458032845e-05,-0.0012141812597416986
2015-07-20,-0.008004760386218336,-0.0007323902174238137,0.0014632951899812522,0.0013297957973466708
2015-07-21,0.00010265815486160879,0.0012640445117704786,-0.0016657412660119062,-0.002488437729496564
2015-07-22,-0.0032258715822585707,-0.0008883593474736122,0.002105178057745133,-0.0003712714171943848
2015-07-23,-0.005274853277812013,0.0007092483277811132,-0.0012259342199879698,-0.0038043530422011062
2015-07-24,-0.007760788027911664,-0.0012445953886808922,-0.0001315736430918714,-0.0003782618945791471
2015-07-27,-0.005995242267067889,0.0010010332630981708,-0.0019963432004189837,-0.0027475324611893745
2015-07-28,0.005409587083629195,0.0006436860801606631,-0.0007170133860201489,0.0011134206507166372
2015-07-29,0.00094785257046232,-0.00029234460055129494,-0.00017245612740395908,0.001438137960502607
2015-07-30,-0.0011888124191285858,-0.00034597412943052563,0.0017232626995594919,-0.0012894046487423865
2015-07-31,-0.0038351730687436335,0.0017284550302165492,0.0008255371720153588,-0.002765796569741325
2015-08-03,-0.003577573729470293,0.00022507873542764516,0.0036487237334889054,-0.0034984823392239434
2015-08-04,0.0047490155782549505,-0.0017185178487213039,-0.002905614293858173,0.002110735942600024
2015-08-05,-0.0014363700394863308,-0.00043014404261060605,0.002696005886531323,0.004546954219313923
2015-08-06,-0.003978948979441544,-0.00040453616102111353,-0.0019348457286516877,-0.0040380369066253105
2015-08-07,0.00304422119249168,0.001217376321340413,-0.0027422702202250294,-0.00466698810494158
2015-08-10,0.009083889397592783,0.0007359285822085168,-0.006814411604379087,0.002368089768028802
2015-08-11,-0.006305749151148063,-0.00016947611973718133,0.0032607070254297545,-0.002678574034155427
2015-08-12,-0.0020185660744169104,0.0019401203126330172,-0.0033093190770673605,-0.001728161670068833
2015-08-13,0.00044443479386157794,-0.0015547506802115055,0.0008392611528115365,0.0029202772973605717
2015-08-14,0.0012550390192319035,0.00022846011384484655,-0.0003936188105495671,-0.00026196486594447146
2015-08-17,-0.0023684647545319593,0.0009990360729702549,0.002759434473432676,-0.0020491624958824377
2015-08-18,-0.004278090404421164,-0.001346231755730082,0.0012589837400916004,0.0032236176175734843
2015-08-19,-0.0036791789124546734,0.0012945259915614698,0.0012508337699749454,-0.002373628427990139
2015-08-20,0.0009232874682745335,-0.0022318824348986064,-0.005441353861993162,-0.004321832727532644
2015-08-21,-0.01287440480359022,-0.0010534151321477169,0.005429664800428396,-0.0009771897724084717
2015-08-24,-0.01574060743065955,-0.001346921076253873,0.014935164968629726,0.0007336375364665984
2015-08-25,0.00028531864967089977,-0.004109277042090084,-0.007058772275614048,0.007597172034245731
2015-08-26,-0.0018662929869400653,0.0024164115361658086,-0.0013543050127204353,0.005539694623450855
2015-08-27,0.016786321691544464,0.001327851306714181,-0.016594738814520286,-0.0063072675998670814
2015-08-28,0.008236673880520956,-0.0013907430821628894,-0.009032996385436587,-0.001480278252110142
2015-08-31,0.003755816253599337,-0.0018547505097422062,-9.835102468664759e-05,0.002374393420823227
2015-09-01,-0.01038592593834287,-0.002006135813347149,0.010727238408536155,0.002847330128626559
2015-09-02,0.0007859330561287521,0.0008979513375353162,-0.0006074791762821572,0.0015769170442253005
2015-09-03,0.0016595578886367168,-0.00014455992193275778,-0.001791249640623605,-0.0016598758006420335
2015-09-04,-0.006081883135298025,-0.0007096573519783066,0.006443797574681483,-8.530509913502e-05
2015-09-08,0.008683910101300962,0.0013885915152506392,-0.010605395216852435,-0.0006437725281622422
2015-09-09,-0.004124581848545895,-0.00040992290362158013,0.0027960265725699104,-0.0011747496985166444
2015-09-10,0.003650964211742604,0.0008439652567344869,-0.003092656390912234,0.0005582980559528041
2015-09-11,-0.0007777604490260136,0.0013974288573734882,0.000593748699800944,-0.0017547733403638825
2015-09-14,0.0005318834700641281,-3.667020626020031e-05,-0.000608819110545694,-0.0012630568343943466
2015-09-15,-0.002003367968466674,-0.0021216600269801486,-0.0004111571912528463,0.00532002237167054
2015-09-16,0.005060945910251561,0.0009689207854807147,-0.005274534916131802,-0.001688259181573583
2015-09-17,-0.0002593355107405739,0.003560591042542025,0.0029247582076276156,6.02882795528664e-05
2015-09-18,-0.008196521751343033,5.8147026693330554e-05,0.005668183609365313,-0.002071223858505086
2015-09-21,0.0034501601410008567,-0.0025614061427020715,-0.0036387660472559495,0.004160652422270442
2015-09-22,-0.008111381456411859,-0.00016205162722064903,0.006562599100651048,-0.0028798822999442928
2015-09-23,-0.0035946101737686946,-0.0009313938832567002,0.002472319369048295,0.0018957269840231892
2015-09-24,0.004096958048703714,0.0003694459637052445,-0.0014495851266934981,-0.0027162217685440465
2015-09-25,0.004657999607930604,-0.0012020609853316546,-0.006081149674636969,0.0014475737754202588
2015-09-28,-0.008884717477996348,-0.0002682830923443459,0.006588769077011063,-0.004024915630811098
2015-09-29,0.0006160465466475534,0.0005829468440274592,0.0015774545792223303,-0.0008449530582198969
2015-09-30,-0.0005401569238879759,0.0006640122767210072,-0.0021541866876772816,0.0002411796850788155
2015-10-01,-0.002679628669890249,-0.0005128127175288068,4.844643661741727e-05,-0.0017072490326586393
2015-10-02,0.007982418367437166,0.00529371282511362,-0.0029206223696765232,-0.002693672552662805
2015-10-05,0.0071693986458122305,0.0020065436588975628,-0.007826148357060888,0.003073326018500214
2015-10-06,0.00849574659788103,0.004110124744945509,-0.002157346630211591,-0.001680190818855681
2015-10-07,0.002041445180706451,0.0005399035330760011,-0.004671862942472737,-0.0010437676150001668
2015-10-08,0.0016985168831508105,0.00032417602149497504,-0.0028973044886163196,0.002562379348449103
2015-10-09,0.006682152646843218,0.001607729360220041,-0.004583603397241714,-0.002545307371991845
2015-10-13,0.0020697973372761683,0.0012479160533730564,-0.0007496556210089353,0.0005762631362212162
2015-10-14,0.0026952650442353733,0.0029553833590001454,0.0019713637322418777,-0.004843359760720367
2015-10-15,0.00018014656593619388,-0.0002877333036139382,-0.002178937540010219,0.002103051720068936
2015-10-16,-0.0009970607233569385,-0.0008339059651946105,-0.0020329320175475696,-0.00079191120840642
2015-10-19,-0.005015911065893679,-0.0014275449205212896,0.0006644135906596267,0.001748818576222623
2015-10-20,0.0015189623557200886,9.995473068310349e-05,-0.001729104118663837,0.0026092337711998434
2015-10-21,-0.003526071204561059,-0.0006276776502862416,0.0013391768077808874,-0.002767238501177581
2015-10-22,0.0006032749915098288,0.00012270820395667654,-0.0003384270808615314,-9.506091857821902e-05
2015-10-23,-0.005252533289014214,-0.0032379671561975558,-0.0025131053558718414,0.002323595943155515
2015-10-26,-0.002395967801838011,-0.000283209722111622,0.0026133895873097137,-0.0012088722210888926
2015-10-27,-0.0021276695606024035,-0.000330230854282548,0.0009078691675716061,-0.0008345063305700603
2015-10-28,0.004960998024816735,8.349889768103508e-05,-0.002333450598669981,0.0012110282736070045
2015-10-29,-0.005138210968857538,-0.0029406276837160477,-0.0025810619118454723,0.0025587057685207146
2015-10-30,0.0038105505410664627,0.001981107453510698,-0.0026613440657021195,-0.0009860589064309305
2015-11-02,-0.002993408279097214,-0.0015740092061626472,0.0018617877699906463,0.0007076574569873442
2015-11-03,0.003817338728687606,0.00048040390039200717,0.000246732521197542,-5.4439793150810694e-05
2015-11-04,-0.007000503551819339,-0.003971016054095768,-0.000331079456918688,-0.0008081975614124063
2015-11-05,-0.004190691856058767,-0.0023027030573903335,0.0005637193556853993,-0.0019406422841877625
2015-11-06,-0.00536455493609297,-0.004845796632156976,0.0037047881790307625,-0.0034803680185611077
2015-11-09,-0.007486641229814084,-0.0029440778247403713,0.0004317372715123998,-0.0013554204816056984
2015-11-10,7.250675629780376e-05,0.00021438774197417,0.004715223234757555,0.0027276179248534246
2015-11-12,-0.0008640295490530981,0.0006007384870772693,0.0008999038045173304,0.00275431601343376
2015-11-13,-0.00472801909457759,-0.0015193082638127096,0.000167092461242828,0.0006670014002071131
2015-11-16,0.0006587274986580028,0.00040278502157053443,-0.00021374713430437133,-0.0005529985393840858
2015-11-17,-0.0025230038941153393,-0.0008207158555031284,0.0003348423124996069,0.0005930220598916139
2015-11-18,0.0006407992299386122,0.00020755063896558344,0.0007507898036599954,-9.457835127339789e-05
2015-11-19,0.004374584084693511,0.0027744060320099855,-0.0020535926874584534,0.002178260293991225
2015-11-20,0.0006257958043663284,-0.00010956394037477994,0.0030051736886312,0.0007424967116722216
2015-11-23,-0.0017819354889735696,-0.001080584578915445,-0.00034218989628265835,0.00039057365493693093
2015-11-24,0.0025988080984832066,0.0010452627856348852,-0.0039662812843236596,-0.0003727749572798442
2015-11-25,0.0018759695185489142,0.000784277489149102,-0.0020216330148736072,-7.132746327189149e-05
2015-11-27,-0.007008781490675994,-0.0022716669389320487,0.005465254040231148,0.0007604704334875907
2015-11-30,-0.0017054730216267797,-0.0008733637995530495,-0.0004248390476157733,0.00019380437234947005
2015-12-01,0.007117846806766195,0.00421414820671998,-0.0007623706571180176,0.005811097266672397
2015-12-02,-0.006455755561284665,-0.0036435195684204006,0.004249791026750953,0.0008015955417713826
2015-12-03,0.005319012637877665,0.0020672954540571125,-0.006797230434517464,-0.01053721374151394
2015-12-04,0.006490864924045899,0.0029133836906008507,-0.002356926844865402,0.004011225399001976
2015-12-07,-0.01123980526977965,-0.0035830952092515307,0.0052096665888164,0.004411104008543711
2015-12-08,-0.004571144399409223,-0.0024411513449622453,0.0007601365630263661,-0.0009234032834009461
2015-12-09,0.0035302960359167163,0.0028249029699918883,-0.001455100556752839,0.0024050213247670997
2015-12-10,-0.001956577981852226,-0.0011674862590726,-0.0005515617725260822,-0.001936151386602013
2015-12-11,-0.006204535204383939,-0.0006486707550021872,0.00265206290760778,0.005348367989907321
2015-12-14,-0.0032386287505955153,-0.002879432864278807,0.002557160279438943,-0.0015688824017922967
2015-12-15,-0.003233594185712475,-0.00221591249076773,-0.0006267820195572301,-0.0022714725296379312
2015-12-16,-0.0030600297748060346,-0.0008116991647825833,-0.00042219403810021263,-0.0015388438260324551
2015-12-17,-0.009808661538439787,-0.005078556239612236,0.003986041747364996,0.0026260544480784494
2015-12-18,0.006558851915702681,0.00357153665050037,-0.005413600531565108,0.0018826554382642333
2015-12-21,0.0038960118801791887,0.0019466026105542608,-0.0045731934587020795,-0.0011566220863020939
2015-12-22,-0.0014692435472095048,-0.001206674195985604,0.0016936730379995693,-0.001854235473186041
2015-12-23,0.008139446926966566,0.0023812724851722065,-0.004518115951678903,-0.0027343643888853414
2015-12-24,0.002073410485006141,0.0012026577821285388,-0.0013336597118222859,0.002534430112745697
2015-12-28,-0.0023883502865811746,-0.0010663141858525983,0.001385304574615498,0.0018574506372375722
2015-12-29,0.006734503385117965,0.0012333804542730325,-0.0015511966917438479,-0.005746160284297917
2015-12-30,-0.005283358273743063,-0.0016951354415193926,0.00240583992754238,-0.0002279877054153163
2015-12-31,0.002083881475972997,0.0004597145707408578,-0.0013347323526034702,0.0027795368998167285
2016-01-04,-0.008821315242886978,-0.0028022017339040814,0.0021353178767180184,0.0017578918182610086
2016-01-05,-0.0034937104629012487,-0.0011926970128489978,0.0006282159337576479,-0.0011474513533533879
2016-01-06,-0.0060281984595682665,-0.0010756795501246134,0.0010110703403925997,0.005661809395763787
2016-01-07,-0.00406960552162966,-0.0008655594428980451,0.00128821397341631,0.001612401075593882
2016-01-08,-0.0033927533382132726,-0.0009246205163057847,0.0016369219383076882,0.0013987633481291955
2016-01-11,-0.012336898250146828,-0.0036466499419812314,0.008095964829486251,-0.00031792758335095865
2016-01-12,-0.0021019681801302307,0.00010550203092728744,0.0036828695361583825,0.002464495655492878
2016-01-13,0.0013076721444218572,0.0006775447455233903,0.0008302202694854455,1.6335974143784815e-05
2016-01-14,0.0006708983197321341,-0.0005287088244136518,-0.0015166045471292102,4.8292366004940945e-05
2016-01-15,-0.008629201941213891,-0.001574264717855076,0.010488038455423286,0.003023482708037436
2016-01-19,0.002261926087126501,0.0009098398349152681,-0.0025094879067128714,-0.0006488977646154186
2016-01-20,-0.010482920918458661,-0.00281919062653581,0.009030716319964128,-0.0007529970959430479
2016-01-21,0.00864818002955316,0.002437345600763317,-0.007485035999422406,-0.0007857511211011147
2016-01-22,0.011518947673143544,0.0030735896632943143,-0.012515601986189924,-0.0019427003488636325
2016-01-25,-0.005308818532800225,-0.0013345906555073351,0.00489899091685254,-0.00048275502270083554
2016-01-26,0.00814858316035466,0.003337317778053333,-0.005565245109305626,-0.002469075427666463
2016-01-27,0.00072415968740751,-0.0010152079932269186,0.00024548225963375345,0.000887096728620482
2016-01-28,0.00291615079599884,0.0014704191628865458,-0.0036790104490618714,-0.002289748349227255
2016-01-29,0.006640910587334787,0.00211535951623535,-0.0018940479579465667,-0.0035834663544268563
2016-02-01,-0.0033193579926160707,-0.00016403640641560595,-0.002038171255487218,-0.00017148534628580675
2016-02-02,-0.00576644151003569,-0.0002359731489775286,0.007871858399546872,-0.006474418714512149
2016-02-03,0.01040882668805314,0.004434080568052311,-0.006060007788623798,0.002138487895557509
2016-02-04,-0.0020619304390732526,-0.0002478444432734311,0.004534535484601082,0.0004288425317224311
2016-02-05,-0.0056549599788676885,-0.0028159226011130484,0.0025249597323577203,-0.0015979812208415933
2016-02-08,-0.00036224387118794974,0.0019549765022580795,0.009320973964121937,-0.006255413516051947
2016-02-09,-0.008920070102305815,-0.0021658631500386764,0.006119605619910217,0.0009773800393503723
2016-02-10,-0.0013077063855300973,0.00043692703793275924,0.0008863012891149627,-0.004182962411361209
2016-02-11,-0.0009181415950130407,0.001344198504661895,0.011738847008967903,0.0005860953696200932
2016-02-12,0.0093562771542747,0.0005687145009757165,-0.012111211994152852,0.004769159271260728
2016-02-16,-0.0007618429537321283,-0.0005316861610929622,-0.007099836971996103,0.001807002259805183
2016-02-17,0.007310546248697046,0.002109185993749962,-0.008163606910923903,0.002710972806186854
2016-02-18,-0.003174520833223663,-8.07595871632303e-05,0.003895000471641438,-0.004956915079419703
2016-02-19,-0.005013713081076097,-0.0018204961946482827,0.0014472992185233242,-0.0008413770989950944
2016-02-22,0.0038535566220746385,-6.079655789375892e-05,-0.003986900531598618,0.0017708362058174516
2016-02-23,-0.004389030130408834,-0.0011800959986433747,0.004833908522221761,0.0015126319638422091
2016-02-24,0.0021693059500458825,0.0007730452460660767,0.0021913050901269807,0.002905690920162994
2016-02-25,0.0034964560083985447,0.0017868205584131742,-0.0022277469565217265,-0.005039325715907294
2016-02-26,-0.00503917429244822,-0.0051455696359704395,-0.004191539778038361,0.0035766216019745504
2016-02-29,0.0004910323020125659,0.00017406583336488046,0.002834489619135196,0.0011185003073266775
2016-03-01,0.0017418686701076065,-0.0015207274780908587,-0.006368314420954019,0.0019147147853032145
2016-03-02,0.0038711377777429614,0.00153951356933919,-0.000938430630697052,-0.0003054128270614234
2016-03-03,0.0042744690539980685,0.00237125076126801,-0.001386123553242663,-0.0017894707093997942
2016-03-04,0.008738811613487479,0.002499519794106383,-0.00457258885525839,-0.0010600931193574775
2016-03-07,0.0037217633667433405,0.0006065159939414196,-0.0019797405190333916,0.00010728311866231295
2016-03-08,-0.002709221288532726,0.0005821633607594038,0.0007833444815905348,0.0025562945797631452
2016-03-09,0.0059781152321822925,0.0009029752938923601,-0.002442829081591082,-0.0019809577671446154
2016-03-10,0.0011057194768732603,0.001080719746658809,-0.0021003710828289986,-0.0028050929336638107
2016-03-11,0.007004697170951283,0.0021210911971611965,-0.002300486148012112,-0.003086254201834435
2016-03-14,0.0004538591250031159,0.0006282520925330269,-0.0025337348388461017,-0.00016233662766381872
2016-03-15,-0.004276818158153474,-0.001505873996137264,-0.00023121884642059236,0.0022091577243171126
2016-03-16,0.00542760971993222,0.003464497483674981,-0.0007338191025034979,0.0001945947921544284
2016-03-17,0.012554838070790754,0.005944327183471835,0.0033369807588666343,0.0023880945221940062
2016-03-18,-0.0035065636373238815,-0.0009862380800962538,0.0009442302675429307,0.001224435129587831
2016-03-21,-0.0019496500881185889,-0.0015486597458944187,-0.0010906824120697574,-0.0005214837955188128
2016-03-22,0.003616377926522088,0.0008400542309886352,0.0013218604264794668,0.001338205490843612
2016-03-23,-0.01006618256872577,-0.0028392124624660973,-0.0006384040147804484,0.002061126545371058
2016-03-24,-0.004259686054782991,-0.0017788499992445821,-0.003016113163757472,-0.0018893593524410088
2016-03-28,0.0037543580073045135,0.0017453344408961478,-0.000532174064370755,-0.0017039436575259806
2016-03-29,0.0030548544448555036,0.003945726001034953,0.0023346381428490355,0.0011987405839424983
